# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.88938776E+00  -8.51937870E+00   3.70009064E-01
# Error est. for CH(vbm) CH(cbm) diff =   6.51645509E-01   5.84781699E-01  -6.68638096E-02
#    Nb          CH(vbm)          CH(cbm)             diff
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.37554625E+00  -7.90379799E+00   4.71748265E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.29365328E-01   5.05288514E-01  -2.40768134E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.77728654E-01  -7.25205023E-01   1.52523631E-01
      2  -1.91376434E+00  -1.32672429E+00   5.87040045E-01
      3  -3.39782575E+00  -2.08244451E+00   1.31538124E+00
      4  -5.11227195E+00  -2.38680115E+00   2.72547081E+00
      5  -5.38247530E+00  -4.35856286E+00   1.02391244E+00
      6  -5.70962614E+00  -5.10512189E+00   6.04504251E-01
      7  -6.04307951E+00  -5.50220929E+00   5.40870220E-01
      8  -6.27074508E+00  -5.74604099E+00   5.24704092E-01
      9  -6.48266828E+00  -5.90099241E+00   5.81675869E-01
     10  -6.66736378E+00  -6.12468913E+00   5.42674651E-01
     11  -6.79440601E+00  -6.30612169E+00   4.88284325E-01
     12  -6.92209470E+00  -6.43683792E+00   4.85256781E-01
     13  -7.01410522E+00  -6.56602849E+00   4.48076731E-01
     14  -7.09582624E+00  -6.66615931E+00   4.29666931E-01
     15  -7.16902246E+00  -6.74461882E+00   4.24403646E-01
     16  -7.24800591E+00  -6.81612131E+00   4.31884602E-01
     17  -7.31815672E+00  -6.87781853E+00   4.40338183E-01
     18  -7.37633782E+00  -6.93390771E+00   4.42430106E-01
     19  -7.43196717E+00  -6.98181242E+00   4.50154753E-01
     20  -7.48073107E+00  -7.03411682E+00   4.46614251E-01
     21  -7.52256199E+00  -7.07959361E+00   4.42968380E-01
     22  -7.56294256E+00  -7.11991381E+00   4.43028744E-01
     23  -7.59858328E+00  -7.15690918E+00   4.41674099E-01
     24  -7.62509829E+00  -7.18734442E+00   4.37753868E-01
     25  -7.66268436E+00  -7.21627673E+00   4.46407630E-01
     26  -7.69330252E+00  -7.24344359E+00   4.49858921E-01
     27  -7.71810983E+00  -7.26954928E+00   4.48560554E-01
     28  -7.73850205E+00  -7.29297777E+00   4.45524279E-01
     29  -7.75918991E+00  -7.31211387E+00   4.47076044E-01
     30  -7.77786756E+00  -7.33290200E+00   4.44965567E-01
     31  -7.79495202E+00  -7.34961058E+00   4.45341438E-01
     32  -7.80946024E+00  -7.36673306E+00   4.42727182E-01
     33  -7.82658845E+00  -7.38145448E+00   4.45133972E-01
     34  -7.84618092E+00  -7.39850947E+00   4.47671452E-01
# k =   0.250000   0.250000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.68175777E+00  -8.58706509E+00   9.46926790E-02
# Error est. for CH(vbm) CH(cbm) diff =   5.99076119E-01   5.65833799E-01  -3.32423196E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.19529738E-01  -8.99009599E-01  -7.94798605E-02
      2  -1.90441297E+00  -1.81910142E+00   8.53115498E-02
      3  -3.52556248E+00  -2.32719240E+00   1.19837008E+00
      4  -5.18086147E+00  -2.68193893E+00   2.49892254E+00
      5  -5.39978262E+00  -4.67338608E+00   7.26396539E-01
      6  -5.69869416E+00  -5.05756336E+00   6.41130798E-01
      7  -6.06042232E+00  -5.62255528E+00   4.37867042E-01
      8  -6.34067575E+00  -6.13468442E+00   2.05991331E-01
      9  -6.56253995E+00  -6.38585034E+00   1.76689608E-01
     10  -6.76610032E+00  -6.53234550E+00   2.33754820E-01
     11  -6.90742264E+00  -6.71442980E+00   1.92992841E-01
     12  -7.06360993E+00  -6.88677245E+00   1.76837480E-01
     13  -7.15592215E+00  -7.03007498E+00   1.25847166E-01
     14  -7.24189213E+00  -7.15239494E+00   8.94971930E-02
     15  -7.32044084E+00  -7.24050608E+00   7.99347562E-02
     16  -7.41165640E+00  -7.33397454E+00   7.76818567E-02
     17  -7.48942903E+00  -7.39683276E+00   9.25962680E-02
     18  -7.55523502E+00  -7.47830893E+00   7.69260957E-02
     19  -7.61802270E+00  -7.54366582E+00   7.43568807E-02
     20  -7.67351658E+00  -7.59686694E+00   7.66496425E-02
     21  -7.71545136E+00  -7.65035055E+00   6.51008156E-02
     22  -7.76313473E+00  -7.69684308E+00   6.62916518E-02
     23  -7.80446088E+00  -7.74022600E+00   6.42348795E-02
     24  -7.83438095E+00  -7.77644895E+00   5.79319922E-02
     25  -7.87868065E+00  -7.81532753E+00   6.33531208E-02
     26  -7.91236797E+00  -7.84457948E+00   6.77884885E-02
     27  -7.94133366E+00  -7.87310489E+00   6.82287641E-02
     28  -7.96245102E+00  -7.89904329E+00   6.34077278E-02
     29  -7.98674126E+00  -7.92255365E+00   6.41876073E-02
     30  -8.00636838E+00  -7.94409482E+00   6.22735636E-02
     31  -8.02470654E+00  -7.96647318E+00   5.82333608E-02
     32  -8.04027194E+00  -7.98528987E+00   5.49820722E-02
     33  -8.05957027E+00  -8.00312393E+00   5.64463366E-02
     34  -8.08268165E+00  -8.02123129E+00   6.14503594E-02
# k =   0.250000   0.250000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.56165196E+00  -8.18109595E+00   3.80556015E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.61667002E-01   5.61976021E-01   3.09018605E-04
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.68148042E-01  -7.17835490E-01   1.50312552E-01
      2  -1.82258833E+00  -1.33646415E+00   4.86124175E-01
      3  -2.77343916E+00  -2.04339310E+00   7.30046060E-01
      4  -5.17166889E+00  -2.37444521E+00   2.79722368E+00
      5  -5.39753227E+00  -4.30184964E+00   1.09568263E+00
      6  -5.68830177E+00  -4.84292426E+00   8.45377517E-01
      7  -6.08849626E+00  -5.29163551E+00   7.96860753E-01
      8  -6.36163744E+00  -5.74112151E+00   6.20515931E-01
      9  -6.56606753E+00  -5.94239506E+00   6.23672468E-01
     10  -6.75810488E+00  -6.17923914E+00   5.78865744E-01
     11  -6.88690195E+00  -6.36986237E+00   5.17039580E-01
     12  -7.01744916E+00  -6.52400118E+00   4.93447980E-01
     13  -7.10787261E+00  -6.66718523E+00   4.40687380E-01
     14  -7.19824297E+00  -6.78961827E+00   4.08624701E-01
     15  -7.27699898E+00  -6.88161057E+00   3.95388416E-01
     16  -7.35776442E+00  -6.96034195E+00   3.97422461E-01
     17  -7.43244083E+00  -7.02856862E+00   4.03872209E-01
     18  -7.49768092E+00  -7.10222956E+00   3.95451366E-01
     19  -7.56125773E+00  -7.16691371E+00   3.94344017E-01
     20  -7.61233756E+00  -7.22135753E+00   3.90980024E-01
     21  -7.65516004E+00  -7.26797925E+00   3.87180790E-01
     22  -7.69889460E+00  -7.31153529E+00   3.87359311E-01
     23  -7.73489350E+00  -7.34964507E+00   3.85248428E-01
     24  -7.76419592E+00  -7.38525651E+00   3.78939415E-01
     25  -7.80454874E+00  -7.41825330E+00   3.86295446E-01
     26  -7.83756178E+00  -7.44703703E+00   3.90524756E-01
     27  -7.86584018E+00  -7.47766806E+00   3.88172124E-01
     28  -7.88605741E+00  -7.50230228E+00   3.83755130E-01
     29  -7.90895160E+00  -7.52388122E+00   3.85070383E-01
     30  -7.92712784E+00  -7.54634293E+00   3.80784901E-01
     31  -7.94563009E+00  -7.56473515E+00   3.80894939E-01
     32  -7.96087334E+00  -7.58343127E+00   3.77442067E-01
     33  -7.97836727E+00  -7.59957052E+00   3.78796746E-01
     34  -7.99998496E+00  -7.61911993E+00   3.80865034E-01
# k =   0.250000   0.250000   0.750000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33746906E+00  -7.82044781E+00   5.17021249E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.17099707E-01   5.10553272E-01  -6.54643473E-03
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.49101442E-01  -6.75054269E-01   2.74047173E-01
      2  -1.83543977E+00  -1.26094412E+00   5.74495643E-01
      3  -2.82148293E+00  -1.95287420E+00   8.68608727E-01
      4  -5.14868946E+00  -2.26578347E+00   2.88290599E+00
      5  -5.39383673E+00  -4.22098404E+00   1.17285269E+00
      6  -5.72029971E+00  -4.90366269E+00   8.16637017E-01
      7  -6.04275124E+00  -5.22301839E+00   8.19732856E-01
      8  -6.29474265E+00  -5.61256273E+00   6.82179915E-01
      9  -6.49911072E+00  -5.80759949E+00   6.91511226E-01
     10  -6.67628150E+00  -6.02717961E+00   6.49101891E-01
     11  -6.79248098E+00  -6.19072279E+00   6.01758187E-01
     12  -6.91483898E+00  -6.33123489E+00   5.83604084E-01
     13  -7.00260218E+00  -6.46522688E+00   5.37375304E-01
     14  -7.08267123E+00  -6.56357579E+00   5.19095436E-01
     15  -7.15541059E+00  -6.64527086E+00   5.10139732E-01
     16  -7.23152849E+00  -6.71708526E+00   5.14443235E-01
     17  -7.29932581E+00  -6.77908188E+00   5.20243926E-01
     18  -7.35945127E+00  -6.84496294E+00   5.14488336E-01
     19  -7.41576455E+00  -6.90010065E+00   5.15663903E-01
     20  -7.46286706E+00  -6.94965280E+00   5.13214257E-01
     21  -7.50361103E+00  -6.99241344E+00   5.11197595E-01
     22  -7.54327308E+00  -7.03078975E+00   5.12483329E-01
     23  -7.57746403E+00  -7.06608700E+00   5.11377030E-01
     24  -7.60389513E+00  -7.09747704E+00   5.06418092E-01
     25  -7.64032215E+00  -7.12751455E+00   5.12807595E-01
     26  -7.67052106E+00  -7.15447437E+00   5.16046693E-01
     27  -7.69587704E+00  -7.18134687E+00   5.14530167E-01
     28  -7.71524639E+00  -7.20422308E+00   5.11023314E-01
     29  -7.73637767E+00  -7.22387977E+00   5.12497907E-01
     30  -7.75393023E+00  -7.24397677E+00   5.09953461E-01
     31  -7.77032745E+00  -7.26048616E+00   5.09841289E-01
     32  -7.78472126E+00  -7.27722496E+00   5.07496300E-01
     33  -7.80089741E+00  -7.29234148E+00   5.08555929E-01
     34  -7.82036936E+00  -7.30989454E+00   5.10474815E-01
# k =   0.250000   0.500000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33911448E+00  -7.82124135E+00   5.17873130E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.13417374E-01   5.04541665E-01  -8.87570974E-03
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.11404640E-01  -7.09233551E-01   2.02171089E-01
      2  -1.81359266E+00  -1.26433381E+00   5.49258855E-01
      3  -2.74972813E+00  -1.85313382E+00   8.96594301E-01
      4  -5.15260888E+00  -2.27062732E+00   2.88198156E+00
      5  -5.44058825E+00  -4.26723815E+00   1.17335010E+00
      6  -5.71809252E+00  -4.90565522E+00   8.12437304E-01
      7  -6.06447047E+00  -5.29490048E+00   7.69569986E-01
      8  -6.29904457E+00  -5.61876889E+00   6.80275686E-01
      9  -6.49720169E+00  -5.81725742E+00   6.79944268E-01
     10  -6.68164146E+00  -6.03304183E+00   6.48599635E-01
     11  -6.80151042E+00  -6.19540460E+00   6.06105821E-01
     12  -6.91811479E+00  -6.34433044E+00   5.73784353E-01
     13  -7.00716100E+00  -6.48337655E+00   5.23784448E-01
     14  -7.08789720E+00  -6.57041719E+00   5.17480017E-01
     15  -7.16130199E+00  -6.65464566E+00   5.06656330E-01
     16  -7.23664442E+00  -6.72494170E+00   5.11702716E-01
     17  -7.30954174E+00  -6.79261926E+00   5.16922477E-01
     18  -7.36481875E+00  -6.85194510E+00   5.12873656E-01
     19  -7.42001273E+00  -6.90356529E+00   5.16447438E-01
     20  -7.46830168E+00  -6.95673670E+00   5.11564980E-01
     21  -7.50877775E+00  -6.99905972E+00   5.09718026E-01
     22  -7.54799667E+00  -7.03760545E+00   5.10391222E-01
     23  -7.58350141E+00  -7.07385784E+00   5.09643563E-01
     24  -7.61027285E+00  -7.10536368E+00   5.04909169E-01
     25  -7.64635565E+00  -7.13416813E+00   5.12187514E-01
     26  -7.67594827E+00  -7.16131214E+00   5.14636133E-01
     27  -7.70086666E+00  -7.18832028E+00   5.12546376E-01
     28  -7.72036925E+00  -7.21124832E+00   5.09120929E-01
     29  -7.73973279E+00  -7.23019048E+00   5.09542308E-01
     30  -7.75920108E+00  -7.25084555E+00   5.08355530E-01
     31  -7.77601155E+00  -7.26787307E+00   5.08138480E-01
     32  -7.79009639E+00  -7.28408193E+00   5.06014466E-01
     33  -7.80687397E+00  -7.29981603E+00   5.07057933E-01
     34  -7.82569711E+00  -7.31669969E+00   5.08997420E-01
# k =   0.250000   0.500000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.55665353E+00  -8.15446783E+00   4.02185695E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.60703178E-01   5.41159838E-01  -1.95433394E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.41458655E-01  -7.13814501E-01   1.27644153E-01
      2  -1.79471360E+00  -1.33552858E+00   4.59185025E-01
      3  -2.95347575E+00  -1.91579965E+00   1.03767610E+00
      4  -5.16781330E+00  -2.37045051E+00   2.79736279E+00
      5  -5.42848791E+00  -4.35390159E+00   1.07458632E+00
      6  -5.71517790E+00  -4.75605663E+00   9.59121266E-01
      7  -6.06095329E+00  -5.27250410E+00   7.88449191E-01
      8  -6.35802938E+00  -5.73767525E+00   6.20354128E-01
      9  -6.54792683E+00  -5.98896222E+00   5.58964610E-01
     10  -6.75501089E+00  -6.17547406E+00   5.79536823E-01
     11  -6.88430270E+00  -6.37171362E+00   5.12589090E-01
     12  -7.01893774E+00  -6.50825878E+00   5.10678959E-01
     13  -7.11002020E+00  -6.66724662E+00   4.42773578E-01
     14  -7.19497442E+00  -6.78612809E+00   4.08846329E-01
     15  -7.26725600E+00  -6.87341983E+00   3.93836167E-01
     16  -7.35792006E+00  -6.95410771E+00   4.03812359E-01
     17  -7.43130790E+00  -7.02766856E+00   4.03639339E-01
     18  -7.49351218E+00  -7.09787244E+00   3.95639743E-01
     19  -7.55369527E+00  -7.16600122E+00   3.87694050E-01
     20  -7.60807206E+00  -7.21709944E+00   3.90972620E-01
     21  -7.64904027E+00  -7.26347329E+00   3.85566972E-01
     22  -7.69105871E+00  -7.30669920E+00   3.84359503E-01
     23  -7.73102091E+00  -7.34524743E+00   3.85773479E-01
     24  -7.76053503E+00  -7.38168352E+00   3.78851504E-01
     25  -7.80101008E+00  -7.41424829E+00   3.86761789E-01
     26  -7.83186295E+00  -7.44391001E+00   3.87952946E-01
     27  -7.86130322E+00  -7.47316981E+00   3.88133405E-01
     28  -7.88134961E+00  -7.49791289E+00   3.83436719E-01
     29  -7.90351508E+00  -7.51935129E+00   3.84163789E-01
     30  -7.92374989E+00  -7.53935076E+00   3.84399127E-01
     31  -7.94168875E+00  -7.56093769E+00   3.80751065E-01
     32  -7.95665733E+00  -7.57900844E+00   3.77648888E-01
     33  -7.97517965E+00  -7.59614616E+00   3.79033490E-01
     34  -7.99595035E+00  -7.61330799E+00   3.82642356E-01
# k =   0.250000   0.500000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33582047E+00  -7.80208316E+00   5.33737312E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.14485546E-01   4.92371904E-01  -2.21136424E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.23652818E-01  -6.88323609E-01   2.35329209E-01
      2  -1.81684300E+00  -1.26371170E+00   5.53131297E-01
      3  -2.92081315E+00  -1.90337943E+00   1.01743372E+00
      4  -5.15045000E+00  -2.26637584E+00   2.88407416E+00
      5  -5.40642621E+00  -4.22506442E+00   1.18136179E+00
      6  -5.74873698E+00  -4.83036336E+00   9.18373617E-01
      7  -6.05380559E+00  -5.27216966E+00   7.81635930E-01
      8  -6.29503070E+00  -5.61311243E+00   6.81918270E-01
      9  -6.48358020E+00  -5.86106147E+00   6.22518726E-01
     10  -6.67308350E+00  -6.03098018E+00   6.42103322E-01
     11  -6.79550532E+00  -6.19077201E+00   6.04733316E-01
     12  -6.91601013E+00  -6.32508495E+00   5.90925178E-01
     13  -7.00630310E+00  -6.46462361E+00   5.41679493E-01
     14  -7.08310267E+00  -6.56437787E+00   5.18724799E-01
     15  -7.15676160E+00  -6.64886791E+00   5.07893688E-01
     16  -7.23215186E+00  -6.71346013E+00   5.18691729E-01
     17  -7.30331736E+00  -6.78275041E+00   5.20566957E-01
     18  -7.36011514E+00  -6.84585525E+00   5.14259890E-01
     19  -7.41314909E+00  -6.90685133E+00   5.06297757E-01
     20  -7.46362221E+00  -6.95070457E+00   5.12917636E-01
     21  -7.50077228E+00  -6.99219291E+00   5.08579380E-01
     22  -7.54300965E+00  -7.03396346E+00   5.09046190E-01
     23  -7.57891247E+00  -7.06793651E+00   5.10975954E-01
     24  -7.60472391E+00  -7.09876416E+00   5.05959746E-01
     25  -7.64185895E+00  -7.12907639E+00   5.12782562E-01
     26  -7.67053981E+00  -7.15585937E+00   5.14680435E-01
     27  -7.69684581E+00  -7.18260898E+00   5.14236827E-01
     28  -7.71538926E+00  -7.20605666E+00   5.09332598E-01
     29  -7.73634989E+00  -7.22484571E+00   5.11504176E-01
     30  -7.75517329E+00  -7.24386537E+00   5.11307925E-01
     31  -7.77154600E+00  -7.26206237E+00   5.09483639E-01
     32  -7.78556331E+00  -7.27825948E+00   5.07303833E-01
     33  -7.80218978E+00  -7.29383572E+00   5.08354058E-01
     34  -7.82133493E+00  -7.30971126E+00   5.11623669E-01
# k =   0.250000   0.500000   0.750000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -7.76738085E+00  -8.19899787E+00  -4.31617015E-01
# Error est. for CH(vbm) CH(cbm) diff =   4.17546478E-01   6.27285170E-01   2.09738692E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -1.00291159E+00  -5.18731736E-01   4.84179854E-01
      2  -1.80873033E+00  -1.03401012E+00   7.74720213E-01
      3  -3.44112226E+00  -1.58404728E+00   1.85707498E+00
      4  -4.88695023E+00  -2.27281726E+00   2.61413298E+00
      5  -5.34114295E+00  -3.47683012E+00   1.86431283E+00
      6  -5.65661524E+00  -4.69379131E+00   9.62823930E-01
      7  -5.88589308E+00  -5.03699046E+00   8.48902620E-01
      8  -6.08764711E+00  -5.38283871E+00   7.04808398E-01
      9  -6.23525483E+00  -5.67869289E+00   5.56561940E-01
     10  -6.39480971E+00  -6.00529604E+00   3.89513664E-01
     11  -6.50269124E+00  -6.18946280E+00   3.13228436E-01
     12  -6.59947046E+00  -6.36432384E+00   2.35146621E-01
     13  -6.68240913E+00  -6.50395041E+00   1.78458720E-01
     14  -6.75035696E+00  -6.61982364E+00   1.30533321E-01
     15  -6.81005135E+00  -6.73251731E+00   7.75340326E-02
     16  -6.87036390E+00  -6.82708362E+00   4.32802783E-02
     17  -6.92864583E+00  -6.91605151E+00   1.25943165E-02
     18  -6.97608820E+00  -6.98882987E+00  -1.27416730E-02
     19  -7.02097102E+00  -7.06041650E+00  -3.94454811E-02
     20  -7.06107549E+00  -7.12175448E+00  -6.06789935E-02
     21  -7.09258555E+00  -7.17030012E+00  -7.77145753E-02
     22  -7.12571668E+00  -7.22272791E+00  -9.70112286E-02
     23  -7.15360774E+00  -7.26702455E+00  -1.13416813E-01
     24  -7.17626455E+00  -7.30158007E+00  -1.25315517E-01
     25  -7.20300654E+00  -7.34560597E+00  -1.42599434E-01
     26  -7.22640083E+00  -7.38391693E+00  -1.57516098E-01
     27  -7.24794516E+00  -7.41579844E+00  -1.67853281E-01
     28  -7.26437227E+00  -7.44049037E+00  -1.76118105E-01
     29  -7.28094393E+00  -7.46610579E+00  -1.85161852E-01
     30  -7.29632592E+00  -7.48930318E+00  -1.92977262E-01
     31  -7.30942665E+00  -7.51100768E+00  -2.01581030E-01
     32  -7.32145279E+00  -7.52895341E+00  -2.07500623E-01
     33  -7.33459107E+00  -7.54938314E+00  -2.14792070E-01
     34  -7.34983438E+00  -7.57171270E+00  -2.21878322E-01
# k =   0.250000   0.750000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.55767188E+00  -8.17271443E+00   3.84957444E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.56494999E-01   5.53969558E-01  -2.52544134E-03
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.50211550E-01  -7.37535807E-01   1.12675744E-01
      2  -1.78624391E+00  -1.33678655E+00   4.49457357E-01
      3  -2.66899457E+00  -1.95403204E+00   7.14962535E-01
      4  -5.17225095E+00  -2.37427386E+00   2.79797709E+00
      5  -5.44327698E+00  -4.32678158E+00   1.11649540E+00
      6  -5.68707049E+00  -4.84083386E+00   8.46236630E-01
      7  -6.09122348E+00  -5.35381487E+00   7.37408607E-01
      8  -6.36239858E+00  -5.74005805E+00   6.22340529E-01
      9  -6.56672705E+00  -5.95221446E+00   6.14512585E-01
     10  -6.75996282E+00  -6.17888471E+00   5.81078103E-01
     11  -6.89560451E+00  -6.37809048E+00   5.17514027E-01
     12  -7.01681224E+00  -6.53377113E+00   4.83041112E-01
     13  -7.10717262E+00  -6.67944485E+00   4.27727771E-01
     14  -7.19990943E+00  -6.78933372E+00   4.10575710E-01
     15  -7.27946796E+00  -6.88453054E+00   3.94937412E-01
     16  -7.35897261E+00  -6.96009389E+00   3.98878717E-01
     17  -7.43802437E+00  -7.03587160E+00   4.02152766E-01
     18  -7.49882154E+00  -7.10193114E+00   3.96890405E-01
     19  -7.56035880E+00  -7.16265665E+00   3.97702151E-01
     20  -7.61357507E+00  -7.22131026E+00   3.92264810E-01
     21  -7.65635349E+00  -7.26803432E+00   3.88319170E-01
     22  -7.69922001E+00  -7.31116297E+00   3.88057038E-01
     23  -7.73742239E+00  -7.35086871E+00   3.86553680E-01
     24  -7.76630679E+00  -7.38556888E+00   3.80737905E-01
     25  -7.80722279E+00  -7.41807389E+00   3.89148897E-01
     26  -7.83883338E+00  -7.44683159E+00   3.92001784E-01
     27  -7.86683893E+00  -7.47744667E+00   3.89392257E-01
     28  -7.88706243E+00  -7.50219252E+00   3.84869911E-01
     29  -7.90808411E+00  -7.52371346E+00   3.84370646E-01
     30  -7.92834885E+00  -7.54607834E+00   3.82270502E-01
     31  -7.94732252E+00  -7.56513492E+00   3.82187605E-01
     32  -7.96209298E+00  -7.58309874E+00   3.78994238E-01
     33  -7.98045964E+00  -7.59998685E+00   3.80472792E-01
     34  -8.00117688E+00  -7.61874488E+00   3.82432002E-01
# k =   0.250000   0.750000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33502280E+00  -7.79967596E+00   5.35346845E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.14652624E-01   4.91383951E-01  -2.32686730E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.94317810E-01  -6.76017524E-01   2.18300286E-01
      2  -1.81782462E+00  -1.26348747E+00   5.54337146E-01
      3  -2.84210355E+00  -1.81777581E+00   1.02432773E+00
      4  -5.14848206E+00  -2.26540595E+00   2.88307611E+00
      5  -5.42984388E+00  -4.31070707E+00   1.11913682E+00
      6  -5.75569991E+00  -4.81459986E+00   9.41100043E-01
      7  -6.05383346E+00  -5.24415083E+00   8.09682629E-01
      8  -6.29453963E+00  -5.61210248E+00   6.82437152E-01
      9  -6.48348555E+00  -5.85750295E+00   6.25982603E-01
     10  -6.67637916E+00  -6.02656791E+00   6.49811249E-01
     11  -6.79351680E+00  -6.19083785E+00   6.02678956E-01
     12  -6.91617984E+00  -6.31844664E+00   5.97733205E-01
     13  -7.00546674E+00  -6.46544014E+00   5.40026592E-01
     14  -7.08256195E+00  -6.56324888E+00   5.19313077E-01
     15  -7.15158357E+00  -6.64250279E+00   5.09080776E-01
     16  -7.23042166E+00  -6.71121376E+00   5.19207901E-01
     17  -7.30284816E+00  -6.78272490E+00   5.20123252E-01
     18  -7.35936446E+00  -6.84465080E+00   5.14713668E-01
     19  -7.41326493E+00  -6.90406719E+00   5.09197733E-01
     20  -7.46277672E+00  -6.94941471E+00   5.13362013E-01
     21  -7.50011291E+00  -6.99031302E+00   5.09799895E-01
     22  -7.54150662E+00  -7.03108927E+00   5.10417351E-01
     23  -7.57757483E+00  -7.06607349E+00   5.11501340E-01
     24  -7.60493915E+00  -7.09788027E+00   5.07058881E-01
     25  -7.64057849E+00  -7.12747368E+00   5.13104809E-01
     26  -7.66946308E+00  -7.15465571E+00   5.14807367E-01
     27  -7.69554660E+00  -7.18120579E+00   5.14340818E-01
     28  -7.71525326E+00  -7.20448308E+00   5.10770179E-01
     29  -7.73505148E+00  -7.22331510E+00   5.11736374E-01
     30  -7.75388732E+00  -7.24127812E+00   5.12609202E-01
     31  -7.77056508E+00  -7.26073872E+00   5.09826365E-01
     32  -7.78464967E+00  -7.27696033E+00   5.07689341E-01
     33  -7.80127114E+00  -7.29248904E+00   5.08782095E-01
     34  -7.82037018E+00  -7.30829201E+00   5.12078172E-01
# k =   0.250000   0.750000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -7.76070969E+00  -8.19813897E+00  -4.37429273E-01
# Error est. for CH(vbm) CH(cbm) diff =   4.14053657E-01   6.27640831E-01   2.13587174E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -1.00373874E+00  -5.19940657E-01   4.83798081E-01
      2  -1.80576449E+00  -1.02932718E+00   7.76437310E-01
      3  -3.47726304E+00  -1.65306299E+00   1.82420005E+00
      4  -4.88415335E+00  -2.27041525E+00   2.61373810E+00
      5  -5.33800285E+00  -3.47580444E+00   1.86219841E+00
      6  -5.64512083E+00  -4.68964514E+00   9.55475694E-01
      7  -5.87962521E+00  -5.00824000E+00   8.71385205E-01
